CoC Number,County,Year,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k
MN-500,hennepin county,2016,0.0,1.0,0.0,229200.0,874.0,1182.0,0.4626834645324697,3.5,0.0,0.37,3.4,68935.0,10.8,678387.0,-0.01528541033479
MN-500,hennepin county,2017,0.0,1.0,0.0,235800.0,904.0,1199.0,0.4606841546691251,3.2,0.0,0.38,3.3,71200.0,10.9,685106.0,-0.0201874396617033
MN-500,hennepin county,2018,0.0,1.0,0.0,245400.0,947.0,1232.0,0.4572438388587695,3.3,0.33,0.38,3.1,74592.0,10.5,701697.0,0.1227247212644291
MN-501,ramsey county,2011,0.0,0.0,1.0,222700.0,728.0,1206.0,0.5033979065770974,5.8,0.0,0.38,5.5,50136.0,17.2,321393.5,-0.1624571897833336
MN-501,ramsey county,2012,0.0,0.0,1.0,217400.0,742.0,993.0,0.5055892645837005,5.0,0.0,0.39,5.5,51702.0,17.5,321393.5,0.1488887389574447
MN-501,ramsey county,2013,0.0,0.0,1.0,208100.0,750.0,996.0,0.5062933974531982,4.4,0.0,0.4,5.8,53925.0,16.8,273270.0,0.0467675784029839
MN-501,ramsey county,2014,0.0,0.0,1.0,198200.0,768.0,1000.0,0.4979978950679264,4.2,0.0,0.4,5.0,56734.0,16.1,275512.0,-0.0774874241126265
MN-501,ramsey county,2015,0.0,0.0,1.0,194000.0,779.0,1004.0,0.4988319427890346,3.8,0.0,0.41,4.1,55101.0,16.3,278003.0,-0.0416765627765056
MN-501,ramsey county,2016,0.0,0.0,1.0,193700.0,789.0,1005.0,0.4907245692707104,3.6,0.0,0.41,3.6,57384.0,15.1,280242.0,0.0540695738370597
MN-501,ramsey county,2017,0.0,0.0,1.0,199200.0,821.0,1026.0,0.4806865942242262,3.6,0.0,0.41,3.6,60369.0,13.9,282227.0,-0.0137600818440822
MN-501,ramsey county,2018,0.0,0.0,1.0,208700.0,858.0,1067.0,0.4815290981576278,3.6,0.33,0.41,3.3,61962.0,13.9,288172.0,0.108624659389293
NC-500,forsyth county,2011,0.0,0.0,1.0,149000.0,542.0,1206.0,0.4611669242658423,15.8,0.0,0.34,5.5,43537.0,16.4,321393.5,0.0456458366438055
NC-500,forsyth county,2012,0.0,0.0,1.0,150800.0,556.0,840.0,0.4759014333482418,15.7,0.0,0.34,5.5,42911.0,18.9,321393.5,-0.2974150650134896
NC-500,forsyth county,2013,0.0,0.0,1.0,151700.0,566.0,837.0,0.4865563493517331,14.1,0.0,0.35,9.1,42489.0,21.5,177910.0,0.2925147295777124
NC-500,forsyth county,2014,0.0,0.0,1.0,150600.0,575.0,830.0,0.4827463606376044,12.5,0.0,0.36,7.3,45580.0,20.8,177824.0,0.0975579150988015
NC-500,forsyth county,2015,0.0,0.0,1.0,150300.0,588.0,837.0,0.4879827424927934,11.3,0.0,0.37,5.8,45220.0,20.1,177329.0,-0.0536760275631325
NC-500,forsyth county,2016,0.0,0.0,1.0,151100.0,587.0,824.0,0.4879535826118991,10.2,0.0,0.38,5.4,46477.0,18.3,179552.0,-0.1779207630317753
NC-500,forsyth county,2017,0.0,0.0,1.0,151300.0,599.0,826.0,0.4774518112479489,9.2,0.0,0.38,4.9,48271.0,18.0,182081.0,-0.0358177420638816
NC-500,forsyth county,2018,0.0,0.0,1.0,151400.0,622.0,842.0,0.4726765423940378,10.2,0.32,0.38,4.4,50185.0,16.7,182173.0,0.0231921445718381
NC-501,buncombe county,2011,0.0,0.0,0.0,188300.0,614.0,1206.0,0.4260945219525837,5.9,0.0,0.32,5.5,43241.0,16.8,321393.5,0.0758092005386259
NC-501,buncombe county,2012,0.0,0.0,0.0,192200.0,637.0,812.0,0.4379397279549719,5.3,0.0,0.34,5.5,41422.0,18.3,321393.5,0.0038073705877201
NC-501,buncombe county,2013,0.0,0.0,0.0,191500.0,648.0,826.0,0.4507522967092351,5.6,0.0,0.35,7.4,43294.0,17.6,127452.0,-0.0799250150009912
NC-501,buncombe county,2014,0.0,0.0,0.0,191200.0,675.0,839.0,0.4450217901441501,5.7,0.0,0.35,5.8,46431.0,14.8,127980.0,0.0493245189963587
NC-501,buncombe county,2015,0.0,0.0,0.0,189500.0,694.0,850.0,0.4499386000818665,3.9,0.0,0.36,4.6,47671.0,12.6,127808.0,-0.1045977051887664
NC-501,buncombe county,2016,0.0,0.0,0.0,192400.0,698.0,846.0,0.467610249,4.1,0.0,0.37,4.3,44619.0,15.0,130295.0,0.0976151722194704
NC-501,buncombe county,2017,0.0,0.0,0.0,198100.0,727.0,861.0,0.4667249958987258,3.9,0.0,0.36,3.9,50685.0,13.1,133951.0,-0.0199264522553535
NC-501,buncombe county,2018,0.0,0.0,0.0,209800.0,770.0,894.0,0.460809152,3.8,0.34,0.36,3.4,50040.0,10.5,134657.0,0.0385620813583078
NC-502,durham county,2011,0.0,0.0,1.0,176100.0,665.0,1206.0,0.4706184573887355,9.1,0.0,0.44,5.5,47401.0,18.8,321393.5,0.1430521558219204
NC-502,durham county,2012,0.0,0.0,1.0,178400.0,686.0,985.0,0.4843501548246715,9.2,0.0,0.45,5.5,46231.0,20.4,321393.5,0.0470017293529989
NC-502,durham county,2013,0.0,0.0,1.0,179800.0,704.0,998.0,0.4903987279843444,8.0,0.0,0.45,7.6,51094.0,19.8,149901.0,0.0538834180811675
NC-502,durham county,2014,0.0,0.0,1.0,180600.0,718.0,1000.0,0.483527461,7.0,0.0,0.45,6.1,52488.0,16.6,150701.0,-0.0191586524491832
NC-502,durham county,2015,0.0,0.0,1.0,180200.0,728.0,1009.0,0.4815601467464762,6.3,0.0,0.46,5.0,50504.0,16.4,153026.0,-0.5720552092723258
NC-502,durham county,2016,0.0,0.0,1.0,183800.0,743.0,1003.0,0.4688651505564447,6.3,0.0,0.46,5.0,53495.0,17.3,156464.0,-0.0174175330509562
NC-502,durham county,2017,0.0,0.0,1.0,186800.0,771.0,1023.0,0.4604584269662921,5.8,0.0,0.47,4.5,53832.0,16.3,161608.0,-0.0605685555893449
NC-502,durham county,2018,0.0,0.0,1.0,195900.0,815.0,1061.0,0.4579512333830952,6.1,0.33,0.47,4.1,59891.0,16.1,162911.0,0.0522702109009673
NC-507,wake county,2011,0.0,1.0,0.0,222300.0,708.0,1206.0,0.4462413978054745,8.6,0.0,0.34,5.5,61426.0,12.0,321393.5,-0.0523657986592434
NC-507,wake county,2012,0.0,1.0,0.0,227600.0,735.0,1159.0,0.4435131816022302,8.8,0.0,0.33,5.5,62141.0,11.6,321393.5,-0.0384847557486007
NC-507,wake county,2013,0.0,1.0,0.0,230400.0,749.0,1159.0,0.4490041,8.2,0.0,0.34,7.3,63791.0,11.6,506466.0,0.0395375579420347
NC-507,wake county,2014,0.0,1.0,0.0,229000.0,773.0,1150.0,0.442379857,7.6,0.0,0.35,5.8,65160.0,10.7,512481.0,-0.2465927737029614
NC-507,wake county,2015,0.0,1.0,0.0,229200.0,793.0,1154.0,0.44564791,6.8,0.0,0.35,4.8,66634.0,11.6,523736.0,-0.1146625883167945
NC-507,wake county,2016,0.0,1.0,0.0,234000.0,810.0,1142.0,0.4446605659149213,5.8,0.0,0.36,4.7,70533.0,11.2,539009.0,0.0550715764766593
NC-507,wake county,2017,0.0,1.0,0.0,241600.0,852.0,1154.0,0.4350572733069013,5.4,0.0,0.37,4.3,76097.0,9.1,554963.0,0.0915266640993952
NC-507,wake county,2018,0.0,1.0,0.0,250700.0,891.0,1182.0,0.4284620823887038,5.5,0.26,0.36,3.9,77318.0,8.9,565217.0,-0.0304935495720921
NC-511,cumberland county,2011,0.0,0.0,1.0,116900.0,617.0,1206.0,0.4306178911773747,8.6,0.0,0.42,5.5,43205.0,18.0,321393.5,0.5175713948544722
NC-511,cumberland county,2012,0.0,0.0,1.0,123400.0,639.0,914.0,0.4381776564131395,8.3,0.0,0.42,5.5,43577.0,18.7,321393.5,-0.609295160623901
NC-511,cumberland county,2013,0.0,0.0,1.0,126300.0,655.0,924.0,0.4392807904411764,8.4,0.0,0.44,10.8,45020.0,16.4,133635.0,0.0334160352639858
NC-511,cumberland county,2014,0.0,0.0,1.0,128700.0,664.0,920.0,0.4515958320407306,8.5,0.0,0.45,9.4,43609.0,17.5,130999.0,-0.084901080226461
NC-511,cumberland county,2015,0.0,0.0,1.0,128600.0,681.0,916.0,0.4611799597500264,8.8,0.0,0.46,7.8,42248.0,17.3,127501.0,-0.1402662943572344
NC-511,cumberland county,2016,0.0,0.0,1.0,129300.0,678.0,908.0,0.4711092003439381,8.8,0.0,0.47,7.2,42107.0,18.9,126103.0,-0.155733216614926
NC-511,cumberland county,2017,0.0,0.0,1.0,129000.0,687.0,904.0,0.4686651259299246,8.7,0.0,0.48,6.4,45205.0,19.0,126947.0,-0.1578240186218433
NC-511,cumberland county,2018,0.0,0.0,1.0,131200.0,693.0,910.0,0.4792100644611019,8.0,0.32,0.49,5.7,43759.0,18.6,125896.0,-0.1239713070210093
NC-513,orange county,2011,0.0,0.0,1.0,258800.0,709.0,1206.0,0.5138544146699762,10.0,0.01,0.39,5.5,48207.0,20.1,321393.5,-0.2039941842143082
NC-513,orange county,2012,0.0,0.0,1.0,270300.0,720.0,1021.0,0.4960956805377088,8.1,0.01,0.4,5.5,56482.0,18.3,321393.5,0.0989734252580523
NC-513,orange county,2013,0.0,0.0,1.0,272900.0,732.0,1033.0,0.5022239601153526,8.5,0.01,0.4,6.3,51095.0,17.4,72628.0,-0.1223764247386535
NC-513,orange county,2014,0.0,0.0,1.0,272600.0,744.0,1056.0,0.4965262379896526,7.9,0.01,0.39,5.2,59409.0,16.0,72832.0,0.1865521236754053
NC-513,orange county,2015,0.0,0.0,1.0,272700.0,783.0,1089.0,0.4852169649423878,7.1,0.01,0.4,4.5,59658.0,14.1,72720.0,-0.3817780801721535
NC-513,orange county,2016,0.0,0.0,1.0,272600.0,796.0,1083.0,0.4643048323519392,5.8,0.01,0.4,4.6,61164.0,14.7,73308.0,0.5530000828767547
NC-513,orange county,2017,0.0,0.0,1.0,281700.0,838.0,1111.0,0.4629795714997509,5.9,0.01,0.39,4.2,66423.0,12.8,74699.0,0.1879904207122951
NC-513,orange county,2018,0.0,0.0,1.0,283000.0,881.0,1144.0,0.4497739829231542,5.1,0.28,0.38,3.8,69940.0,14.1,75573.0,-0.152373332354972
NJ-500,atlantic county,2011,0.0,0.0,0.0,264400.0,828.0,1206.0,0.5456989247311828,8.7,0.0,0.29,5.5,52571.0,14.3,321393.5,0.1792054854305582
NJ-500,atlantic county,2012,0.0,0.0,0.0,256600.0,861.0,1310.0,0.5506924835283045,9.4,0.0,0.29,5.5,50829.0,13.4,321393.5,0.1803647063431575
NJ-500,atlantic county,2013,0.0,0.0,0.0,248100.0,881.0,1312.0,0.5598254412818342,9.3,0.0,0.3,12.8,51191.0,14.6,139916.0,-0.2690472228676275
NJ-500,atlantic county,2014,0.0,0.0,0.0,237400.0,887.0,1308.0,0.5599962706280884,9.2,0.0,0.32,11.9,52127.0,18.0,136717.0,0.0109897400217351
NJ-500,atlantic county,2015,0.0,0.0,0.0,230200.0,893.0,1319.0,0.5698595772019457,7.7,0.0,0.32,10.5,55313.0,15.5,131389.0,-0.1210400849591321
NJ-500,atlantic county,2016,0.0,0.0,0.0,225600.0,893.0,1318.0,0.5707530335474661,7.0,0.0,0.33,9.5,54052.0,14.3,125948.0,-0.1099210740691181
NJ-500,atlantic county,2017,0.0,0.0,0.0,222200.0,908.0,1322.0,0.5842294983478522,7.2,0.0,0.33,7.4,56778.0,14.4,122552.0,0.0530584137609724
NJ-500,atlantic county,2018,0.0,0.0,0.0,219000.0,918.0,1355.0,0.577754076,6.8,0.28,0.33,7.1,61777.0,14.8,122393.0,-0.1776164193175734
NJ-501,bergen county,2011,0.0,0.0,0.0,482300.0,1132.0,1206.0,0.4578998729539135,4.8,0.0,0.33,5.5,77389.0,6.8,321393.5,-0.7040731695133369
NJ-501,bergen county,2012,0.0,0.0,0.0,474200.0,1172.0,1747.0,0.4721701403041584,4.7,0.0,0.33,5.5,79272.0,6.4,321393.5,-0.2431895467513138
NJ-501,bergen county,2013,0.0,0.0,0.0,461400.0,1191.0,1776.0,0.4714261698946232,4.6,0.0,0.34,7.7,82729.0,8.1,484198.0,0.0627856871645382
NJ-501,bergen county,2014,0.0,0.0,0.0,451400.0,1199.0,1791.0,0.4812051575335344,4.4,0.0,0.34,6.8,81670.0,8.2,479782.0,-0.0883759548488786
NJ-501,bergen county,2015,0.0,0.0,0.0,443500.0,1209.0,1780.0,0.4835544955556119,4.0,0.0,0.35,5.4,84677.0,7.7,478861.0,-0.1300096764493237
NJ-501,bergen county,2016,0.0,0.0,0.0,441100.0,1220.0,1775.0,0.47512834,3.8,0.0,0.35,4.6,89023.0,7.1,480417.0,0.0103139843005997
NJ-501,bergen county,2017,0.0,0.0,0.0,443400.0,1251.0,1794.0,0.4696037907047081,3.5,0.0,0.35,4.1,93683.0,6.9,481085.0,0.1868444433861273
NJ-501,bergen county,2018,0.0,0.0,0.0,451200.0,1293.0,1824.0,0.465132398,3.6,0.24,0.35,3.8,94107.0,6.6,493155.0,-0.2307760289145641
NJ-502,burlington county,2011,0.0,0.0,0.0,270200.0,921.0,1206.0,0.488272921,5.8,0.0,0.21,5.5,74329.0,5.1,321393.5,-0.2079317066094872
NJ-502,burlington county,2012,0.0,0.0,0.0,266200.0,962.0,1569.0,0.500167701,5.8,0.0,0.22,5.5,72896.0,5.2,321393.5,-0.1837895588491704
NJ-502,burlington county,2013,0.0,0.0,0.0,259800.0,985.0,1576.0,0.4950903968709827,5.9,0.0,0.22,8.7,74693.0,6.3,234806.0,0.5238914511127923
NJ-502,burlington county,2014,0.0,0.0,0.0,252500.0,1014.0,1575.0,0.4985125139878272,5.9,0.0,0.22,7.9,77398.0,5.7,231183.0,0.3191099189139259
NJ-502,burlington county,2015,0.0,0.0,0.0,247800.0,1047.0,1570.0,0.5053118528280574,5.9,0.0,0.23,6.4,80896.0,7.1,228086.0,-0.3111050365003097
NJ-502,burlington county,2016,0.0,0.0,0.0,245000.0,1058.0,1541.0,0.503973783,5.3,0.0,0.24,5.3,74800.0,7.9,229501.0,-0.3467318152626596
NJ-502,burlington county,2017,0.0,0.0,0.0,245000.0,1083.0,1537.0,0.4865621069384193,5.2,0.0,0.24,4.4,80254.0,5.8,230266.0,0.400758068965386
NJ-502,burlington county,2018,0.0,0.0,0.0,245300.0,1121.0,1556.0,0.4786469997683218,5.0,0.25,0.24,4.0,87673.0,6.3,237560.0,-0.3832848694694124
NJ-503,camden county,2011,0.0,0.0,0.0,236900.0,815.0,1206.0,0.5064842234248953,7.8,0.0,0.19,5.5,70514.0,6.3,321393.5,-0.5206718066335712
NJ-503,camden county,2012,0.0,0.0,0.0,236100.0,847.0,1512.0,0.5149916165302298,7.0,0.0,0.2,5.5,71850.0,7.3,321393.5,-0.4000241366954787
NJ-503,camden county,2013,0.0,0.0,0.0,232400.0,880.0,1527.0,0.5335617118458942,6.3,0.0,0.19,10.2,72930.0,8.7,151184.0,-0.2542642944337565
NJ-503,camden county,2014,0.0,0.0,0.0,224700.0,893.0,1503.0,0.525647883,6.5,0.0,0.2,9.2,71355.0,9.8,149195.0,-0.6341335572464472
NJ-503,camden county,2015,0.0,0.0,0.0,219000.0,895.0,1502.0,0.5200038147918554,7.1,0.0,0.2,7.3,79704.0,8.0,147162.0,-0.4396585458444267
NJ-503,camden county,2016,0.0,0.0,0.0,214500.0,914.0,1487.0,0.536150235,7.6,0.0,0.2,6.0,77565.0,7.2,147894.0,-0.4972837112000428
NJ-503,camden county,2017,0.0,0.0,0.0,213200.0,935.0,1482.0,0.5229680344173567,6.8,0.0,0.21,5.0,79879.0,7.6,148964.0,-0.3862704838157523
NJ-503,camden county,2018,0.0,0.0,0.0,213800.0,959.0,1501.0,0.5244866457738903,6.3,0.23,0.2,4.6,86496.0,6.2,153908.0,-0.4361493431884431
NJ-503,gloucester county,2010,0.0,0.0,0.0,223700.0,765.0,1206.0,0.5229908936671168,5.4,0.0,0.3,5.5,57352.0,12.4,321393.5,0.7752815595771765
NJ-503,gloucester county,2011,0.0,0.0,0.0,224800.0,793.0,1301.0,0.5268390668782282,4.2,0.0,0.31,5.5,57784.0,13.5,321393.5,0.7733557561484323
NJ-503,gloucester county,2012,0.0,0.0,0.0,218700.0,819.0,1326.0,0.5376336773381846,4.4,0.0,0.31,10.8,59280.0,12.7,261173.0,0.7668475358723927
NJ-503,gloucester county,2013,0.0,0.0,0.0,210700.0,835.0,1322.0,0.5399774869373835,3.7,0.0,0.32,9.6,58006.0,15.0,256195.0,0.7564400878498441
NJ-503,gloucester county,2014,0.0,0.0,0.0,202900.0,843.0,1324.0,0.5425813714777656,4.1,0.0,0.32,7.7,62330.0,13.1,251204.0,0.7528638426782024
NJ-503,gloucester county,2015,0.0,0.0,0.0,196800.0,837.0,1304.0,0.5337505587840858,4.6,0.0,0.32,6.4,65025.0,13.2,251923.0,0.7451168200321554
NJ-503,gloucester county,2016,0.0,0.0,0.0,193500.0,847.0,1305.0,0.5266497253873268,5.1,0.0,0.33,5.5,66362.0,11.8,252694.0,0.7478046309795148
NJ-503,gloucester county,2017,0.0,0.0,0.0,193500.0,866.0,1319.0,0.5164344235855751,4.6,0.28,0.33,5.0,66196.0,11.5,261271.0,0.7400963597430408
NJ-503,gloucester county,2018,0.0,0.0,0.0,195800.0,891.0,1346.0,0.5200263166340383,5.3,0.28,0.33,4.5,67523.0,13.3,259031.0,0.7366545967265934
NJ-504,essex county,2011,0.0,0.0,0.0,395700.0,856.0,1206.0,0.4982554606471524,9.0,0.0,0.53,5.5,52394.0,16.7,321393.5,-0.0039717036426629
NJ-504,essex county,2012,0.0,0.0,0.0,389800.0,885.0,1333.0,0.5139580781271267,9.4,0.0,0.53,5.5,51009.0,17.6,321393.5,0.0918908081759535
NJ-504,essex county,2013,0.0,0.0,0.0,376900.0,903.0,1347.0,0.52657765,9.3,0.0,0.54,10.8,51009.0,17.5,383758.0,-0.1060004556956796
NJ-504,essex county,2014,0.0,0.0,0.0,364800.0,917.0,1363.0,0.5315889470350988,9.6,0.0,0.54,9.9,53610.0,17.8,379043.0,0.0833078437591612
NJ-504,essex county,2015,0.0,0.0,0.0,358100.0,927.0,1365.0,0.5356732517907205,9.3,0.0,0.55,8.0,54754.0,16.8,374663.0,0.1056899552134154
NJ-504,essex county,2016,0.0,0.0,0.0,356600.0,931.0,1357.0,0.54089135,9.0,0.0,0.55,6.8,52041.0,17.1,372205.0,0.1350132759281175
NJ-504,essex county,2017,0.0,0.0,0.0,356300.0,942.0,1363.0,0.5368677167370982,8.3,0.0,0.56,6.0,54277.0,16.4,370183.0,0.0994773150531653
NJ-504,essex county,2018,0.0,0.0,0.0,362300.0,969.0,1397.0,0.5329924425148738,7.7,0.3,0.55,5.5,60430.0,15.8,381339.0,0.0041362157068054
NJ-506,hudson county,2011,0.0,0.0,0.0,383900.0,938.0,1206.0,0.4521888994957811,6.8,0.0,0.66,5.5,54817.0,16.5,321393.5,0.3356488428033846
NJ-506,hudson county,2012,0.0,0.0,0.0,374000.0,975.0,1294.0,0.4502326987385776,7.1,0.0,0.66,5.5,56546.0,16.2,321393.5,-0.5540894930335751
NJ-506,hudson county,2013,0.0,0.0,0.0,360400.0,1017.0,1322.0,0.4485592907277428,6.8,0.0,0.67,8.9,57539.0,16.6,360326.0,-0.1399554530889765
NJ-506,hudson county,2014,0.0,0.0,0.0,347200.0,1044.0,1339.0,0.4576399072659896,6.7,0.0,0.67,8.0,56079.0,19.7,358402.0,0.1074616647600308
NJ-506,hudson county,2015,0.0,0.0,0.0,337900.0,1066.0,1350.0,0.4612641776514224,6.3,0.0,0.68,6.3,58479.0,17.8,358235.0,-0.1001613707897198
NJ-506,hudson county,2016,0.0,0.0,0.0,335300.0,1084.0,1364.0,0.4592262165077699,5.3,0.0,0.69,5.3,60530.0,17.9,359627.0,-0.0280272138903204
NJ-506,hudson county,2017,0.0,0.0,0.0,341300.0,1118.0,1388.0,0.4590895003271462,5.0,0.0,0.69,4.6,63808.0,15.6,360852.0,0.0703424158326948
NJ-506,hudson county,2018,0.0,0.0,0.0,349500.0,1147.0,1424.0,0.458149576,5.1,0.28,0.69,4.3,67154.0,14.0,373664.0,0.0405322546789206
NJ-507,middlesex county,2011,0.0,0.0,0.0,356000.0,1064.0,1206.0,0.4241474573865187,4.7,0.0,0.33,5.5,76443.0,7.7,321393.5,0.2179830195161498
NJ-507,middlesex county,2012,0.0,0.0,0.0,349000.0,1103.0,1560.0,0.4471735480260042,5.1,0.0,0.33,5.5,74522.0,8.5,321393.5,-0.1059484623344158
NJ-507,middlesex county,2013,0.0,0.0,0.0,340000.0,1131.0,1580.0,0.4479117684777497,5.1,0.0,0.33,8.7,77478.0,9.9,429328.0,-0.2289771330373542
NJ-507,middlesex county,2014,0.0,0.0,0.0,330000.0,1144.0,1578.0,0.4600195565088477,5.1,0.0,0.34,7.7,76848.0,9.5,429073.0,-0.2510052790886361
NJ-507,middlesex county,2015,0.0,0.0,0.0,325000.0,1166.0,1574.0,0.463439941,4.7,0.0,0.35,6.1,77682.0,8.2,431888.0,-0.2399182936183089
NJ-507,middlesex county,2016,0.0,0.0,0.0,323300.0,1176.0,1553.0,0.4667381335239116,4.6,0.0,0.36,5.1,78643.0,8.5,435590.0,0.1866326130316062
NJ-507,middlesex county,2017,0.0,0.0,0.0,324500.0,1204.0,1567.0,0.4602234473337561,4.0,0.0,0.36,4.4,82375.0,8.6,437399.0,0.1106876586475797
NJ-507,middlesex county,2018,0.0,0.0,0.0,329000.0,1243.0,1598.0,0.4635369276933501,3.8,0.23,0.36,4.0,85337.0,8.6,452028.0,0.0443450477385951
NJ-508,monmouth county,2011,0.0,0.0,0.0,424800.0,998.0,1206.0,0.5223253245943683,5.9,0.0,0.24,5.5,80816.0,6.6,321393.5,0.1658132174419935
NJ-508,monmouth county,2012,0.0,0.0,0.0,413500.0,1044.0,1823.0,0.5297569597878922,5.9,0.0,0.24,5.5,79334.0,6.6,321393.5,0.4116617296233351
NJ-508,monmouth county,2013,0.0,0.0,0.0,399000.0,1077.0,1841.0,0.5450639260597345,5.8,0.0,0.24,8.8,81308.0,7.2,329833.0,-0.3590771021098147
NJ-508,monmouth county,2014,0.0,0.0,0.0,389900.0,1088.0,1813.0,0.5459533134348958,5.4,0.0,0.25,7.7,83749.0,7.7,326499.0,-0.2237941106633599
NJ-508,monmouth county,2015,0.0,0.0,0.0,386900.0,1115.0,1796.0,0.5459044455366676,5.6,0.0,0.25,6.1,88413.0,8.2,325472.0,-0.2421557828446221
NJ-508,monmouth county,2016,0.0,0.0,0.0,385100.0,1119.0,1765.0,0.5401074890752926,5.2,0.0,0.26,5.1,87092.0,7.4,326151.0,-0.1315147409916863
NJ-508,monmouth county,2017,0.0,0.0,0.0,387500.0,1160.0,1772.0,0.5392270610343982,4.4,0.0,0.26,4.4,90226.0,6.9,327405.0,0.1294117336136231
NJ-508,monmouth county,2018,0.0,0.0,0.0,396200.0,1186.0,1789.0,0.5270838120875874,4.2,0.26,0.26,4.0,98270.0,7.2,335907.0,0.076073519467126
NJ-509,morris county,2011,0.0,0.0,0.0,474700.0,1129.0,1206.0,0.4208500669344043,5.9,0.0,0.23,5.5,91469.0,6.0,321393.5,-0.3737797139488557
NJ-509,morris county,2012,0.0,0.0,0.0,463200.0,1169.0,1993.0,0.4290399106893665,5.8,0.0,0.24,5.5,91332.0,4.8,321393.5,0.2278698074290406
NJ-509,morris county,2013,0.0,0.0,0.0,446800.0,1196.0,1999.0,0.4375144215238359,6.2,0.0,0.24,7.1,95294.0,4.3,267164.0,0.1235350281600575
NJ-509,morris county,2014,0.0,0.0,0.0,432400.0,1210.0,1981.0,0.4381009476815237,6.2,0.0,0.24,6.3,100176.0,4.3,264216.0,-0.0124226514859184
NJ-509,morris county,2015,0.0,0.0,0.0,426700.0,1227.0,1974.0,0.4298389298389298,5.7,0.0,0.24,5.0,100579.0,4.7,261190.0,0.0700347332988244
NJ-509,morris county,2016,0.0,0.0,0.0,423400.0,1235.0,1947.0,0.4231932095585765,5.1,0.0,0.25,4.3,101661.0,4.9,260137.0,-0.0803919752876302
NJ-509,morris county,2017,0.0,0.0,0.0,428900.0,1277.0,1944.0,0.4140876817310943,5.5,0.0,0.25,3.9,106985.0,5.4,259565.0,0.0645527632139615
NJ-509,morris county,2018,0.0,0.0,0.0,438100.0,1306.0,1974.0,0.410844258,6.0,0.24,0.25,3.5,114732.0,4.8,264573.0,-0.0204023400557564
NJ-510,ocean county,2011,0.0,0.0,0.0,294100.0,1069.0,1206.0,0.5814840410555684,6.2,0.0,0.18,5.5,57128.0,11.2,321393.5,0.1885670027277803
NJ-510,ocean county,2012,0.0,0.0,0.0,284100.0,1094.0,1405.0,0.5940220761503162,6.0,0.0,0.18,5.5,56929.0,11.5,321393.5,0.0455447139232403
NJ-510,ocean county,2013,0.0,0.0,0.0,275400.0,1117.0,1426.0,0.6029281930547381,5.5,0.0,0.18,10.7,59312.0,11.0,267419.0,-0.0851721489969012
NJ-510,ocean county,2014,0.0,0.0,0.0,268100.0,1114.0,1421.0,0.6050150693188668,4.8,0.0,0.19,9.5,60227.0,10.2,265197.0,-0.0390540933859683
NJ-510,ocean county,2015,0.0,0.0,0.0,264100.0,1139.0,1408.0,0.594784065,3.8,0.0,0.19,7.4,63653.0,12.0,264431.0,-0.2954281471709439
NJ-510,ocean county,2016,0.0,0.0,0.0,262700.0,1133.0,1384.0,0.5869764457886536,3.5,0.0,0.2,6.1,63765.0,10.9,265360.0,-0.4826111135326362
NJ-510,ocean county,2017,0.0,0.0,0.0,264200.0,1149.0,1383.0,0.5758596522957973,3.0,0.0,0.2,5.2,62222.0,11.2,268639.0,0.5706173364150122
NJ-510,ocean county,2018,0.0,0.0,0.0,267900.0,1188.0,1402.0,0.5685403343430944,3.1,0.29,0.2,4.7,71081.0,10.4,277606.0,-0.1462721072393215
NJ-513,somerset county,2011,0.0,0.0,0.0,431200.0,1162.0,1206.0,0.4659926865992687,13.4,0.0,0.2,5.5,94270.0,4.9,321393.5,-0.2442716976066331
NJ-513,somerset county,2012,0.0,0.0,0.0,420500.0,1204.0,2052.0,0.4585495506897861,13.5,0.0,0.21,5.5,96360.0,4.6,321393.5,0.0484196504760101
NJ-513,somerset county,2013,0.0,0.0,0.0,407300.0,1210.0,2039.0,0.4772036474164133,12.8,0.0,0.21,7.5,95825.0,6.3,175718.0,0.0290834968626432
NJ-513,somerset county,2014,0.0,0.0,0.0,398800.0,1217.0,2011.0,0.4632872624469923,11.4,0.0,0.22,6.5,97219.0,5.3,174177.0,0.0553771977240247
NJ-513,somerset county,2015,0.0,0.0,0.0,396500.0,1260.0,1962.0,0.4429540489786532,10.9,0.0,0.23,5.2,100301.0,4.1,173073.0,-0.3627583585136246
NJ-513,somerset county,2016,0.0,0.0,0.0,399000.0,1252.0,1888.0,0.4342916922188954,9.7,0.0,0.24,4.5,98440.0,5.2,173052.0,0.1136569114980523
NJ-513,somerset county,2017,0.0,0.0,0.0,404100.0,1299.0,1872.0,0.4338451718146033,8.4,0.0,0.24,4.0,104478.0,5.0,173010.0,-0.095042800842968
